Date,Revenue,Quantity,Orders,Customers
2010-12-02 10:39:00,768.38,666,1,1
2010-12-02 10:45:00,610.64,228,1,1
2010-12-02 10:46:00,12.600000000000001,6,1,1
2010-12-02 10:53:00,306.2,64,1,1
2010-12-02 10:54:00,230.56,86,1,1
2010-12-02 10:55:00,22.200000000000003,12,1,1
2010-12-02 10:56:00,244.46,88,1,1
2010-12-02 10:58:00,22.200000000000003,12,1,1
2010-12-02 11:02:00,312.8,170,1,1
2010-12-02 11:20:00,204.15,105,1,1
2010-12-02 11:21:00,193.78,159,1,1
2010-12-02 11:22:00,572.38,246,1,1
2010-12-02 11:23:00,106.2,36,1,1
2010-12-02 11:35:00,219.66,157,1,1
2010-12-02 11:41:00,1056.63,619,1,1
2010-12-02 11:45:00,334.35,117,2,1
2010-12-02 11:46:00,4.25,1,1,1
2010-12-02 11:57:00,223.7,74,1,1
2010-12-02 12:07:00,299.40000000000003,156,1,1
2010-12-02 12:09:00,420.5,254,2,1
2010-12-02 12:10:00,263.4,172,2,2
2010-12-02 12:11:00,339.84,504,1,1
2010-12-02 12:16:00,127.08,122,1,1
2010-12-02 12:18:00,207.5,54,1,1
2010-12-02 12:22:00,113.92,46,1,1
2010-12-02 12:23:00,380.46,108,1,1
2010-12-02 12:24:00,22.200000000000003,12,1,1
2010-12-02 12:25:00,331.26,92,1,1
2010-12-02 12:26:00,22.200000000000003,12,1,1
2010-12-02 12:28:00,326.0,144,1,1
2010-12-02 12:33:00,199.65,41,1,1
2010-12-02 12:47:00,354.54,274,1,1
2010-12-02 12:50:00,329.65000000000003,255,1,1
2010-12-02 12:58:00,211.2,128,1,1
2010-12-02 12:59:00,824.88,1296,1,1
2010-12-02 13:06:00,98.18,42,1,1
2010-12-02 13:08:00,294.5,98,2,2
2010-12-02 13:11:00,202.12,130,1,1
2010-12-02 13:14:00,196.43,102,1,1
2010-12-02 13:32:00,261.76,195,1,1
2010-12-02 13:36:00,379.75,137,1,1
2010-12-02 13:38:00,341.9,126,1,1
2010-12-02 13:39:00,248.1,92,1,1
2010-12-02 13:44:00,100.2,75,1,1
2010-12-02 13:45:00,116.0,26,1,1
2010-12-02 13:49:00,321.79,93,1,1
2010-12-02 14:04:00,434.8,118,1,1
2010-12-02 14:05:00,22.200000000000003,12,1,1
2010-12-02 14:06:00,390.66,104,1,1
2010-12-02 14:07:00,22.200000000000003,12,1,1
2010-12-02 14:09:00,210.24,142,1,1
2010-12-02 14:14:00,54.25,15,1,0
2010-12-02 14:23:00,66.65,23,1,0
2010-12-02 14:26:00,311.25,113,1,1
2010-12-02 14:30:00,98.9,36,1,1
2010-12-02 14:40:00,307.68,231,1,1
2010-12-02 14:42:00,452.52,331,1,1
2010-12-02 14:47:00,668.4,375,1,1
2010-12-02 14:49:00,118.38,66,1,1
2010-12-02 15:00:00,138.1,97,1,1
2010-12-02 15:03:00,193.23,125,1,1
2010-12-02 15:08:00,15.0,1,1,1
2010-12-02 15:09:00,12.8,4,1,0
2010-12-02 15:14:00,50.400000000000006,24,1,1
2010-12-02 15:18:00,517.95,244,1,1
2010-12-02 15:19:00,4076.48,2909,1,1
2010-12-02 15:20:00,2170.9,1330,1,1
2010-12-02 15:22:00,2730.96,1008,1,1
2010-12-02 15:23:00,324.0,144,1,1
2010-12-02 15:24:00,192.46,76,1,1
2010-12-02 15:25:00,97.2,72,2,2
2010-12-02 15:26:00,532.01,141,1,1
2010-12-02 15:27:00,44.400000000000006,24,1,1
2010-12-02 15:28:00,30.0,24,1,1
2010-12-02 15:39:00,170.7,70,1,1
2010-12-02 15:40:00,656.52,276,2,2
2010-12-02 15:46:00,349.04,159,1,1
2010-12-02 15:49:00,130.8,56,1,1
2010-12-02 15:55:00,684.46,454,1,1
2010-12-02 16:00:00,183.3,122,1,1
2010-12-02 16:12:00,489.27,324,2,1
2010-12-02 16:29:00,197.3,50,1,1
2010-12-02 16:33:00,22.5,6,1,1
2010-12-02 16:34:00,1714.25,531,1,1
2010-12-02 16:38:00,406.56,384,1,1
2010-12-02 16:42:00,45.12,84,1,1
2010-12-02 16:46:00,247.8,64,1,1
2010-12-02 16:48:00,1003.2,1824,1,1
2010-12-02 16:50:00,303.96,204,1,1
2010-12-02 16:51:00,527.85,69,1,1
2010-12-02 16:59:00,189.8,230,1,1
2010-12-02 17:12:00,308.28000000000003,190,1,1
2010-12-02 17:17:00,143.45000000000002,80,1,1
2010-12-02 17:22:00,50.550000000000004,13,1,1
2010-12-02 17:24:00,408.0,160,1,1
2010-12-02 17:38:00,2002.4,4280,1,1
2010-12-02 17:40:00,569.4,260,1,1
2010-12-02 17:41:00,164.8,64,1,1
2010-12-02 17:48:00,438.1,208,1,1
2010-12-02 17:51:00,35.400000000000006,12,1,1
2010-12-02 18:06:00,295.0,1,1,1
2010-12-02 18:08:00,263.3,133,1,1
2010-12-02 18:15:00,308.68,174,1,1
2010-12-02 18:23:00,37.2,96,1,1
2010-12-02 18:25:00,623.73,879,1,1
2010-12-02 18:27:00,548.77,322,2,2
2010-12-02 18:45:00,263.62,130,1,1
2010-12-02 18:46:00,34.9,14,1,1
2010-12-02 18:49:00,189.3,38,1,1
2010-12-02 19:18:00,127.55,45,1,1
2010-12-02 19:59:00,402.0,126,1,1
2010-12-03 09:31:00,215.57999999999998,222,1,1
2010-12-03 09:39:00,534.0,280,1,1
2010-12-03 09:45:00,397.5,106,1,1
2010-12-03 09:49:00,1368.4,360,1,1
2010-12-03 09:51:00,89.14,107,1,1
2010-12-03 10:26:00,754.87,343,1,1
2010-12-03 10:33:00,128.03,54,1,1
2010-12-03 10:36:00,303.4,110,1,1
2010-12-03 10:43:00,548.65,294,2,2
2010-12-03 10:44:00,303.5,79,1,1
2010-12-03 11:13:00,1334.13,150,1,0
2010-12-03 11:19:00,112.27,73,1,1
2010-12-03 11:27:00,636.6800000000001,66,1,0
2010-12-03 11:28:00,2405.4300000000003,318,2,0
2010-12-03 11:35:00,217.26,86,1,1
2010-12-03 11:36:00,7257.08,1641,1,0
2010-12-03 11:41:00,5.46,13,1,0
2010-12-03 11:42:00,588.75,205,2,1
2010-12-03 11:48:00,322.2,1548,1,1
2010-12-03 12:01:00,69.3,58,1,0
2010-12-03 12:05:00,1680.88,464,1,1
2010-12-03 12:11:00,187.51,170,1,1
2010-12-03 12:20:00,620.0,400,1,1
2010-12-03 12:24:00,294.01,152,1,1
2010-12-03 12:28:00,841.94,363,1,1
2010-12-03 12:29:00,686.4,439,1,1
2010-12-03 12:41:00,425.0,100,1,1
2010-12-03 12:43:00,1096.65,327,2,2
2010-12-03 12:48:00,225.65,125,1,1
2010-12-03 12:57:00,76.5,31,1,1
2010-12-03 13:09:00,534.0,168,1,1
2010-12-03 13:10:00,528.0,192,1,1
2010-12-03 13:12:00,1314.0,120,1,1
2010-12-03 13:40:00,248.16,140,1,1
2010-12-03 13:42:00,230.25,35,1,1
2010-12-03 13:43:00,736.28,356,1,1
2010-12-03 13:59:00,336.24,132,1,1
2010-12-03 14:04:00,1705.65,827,1,1
2010-12-03 14:18:00,258.58,136,2,2
2010-12-03 14:26:00,688.86,277,2,2
2010-12-03 14:27:00,10661.69,1834,1,0
2010-12-03 14:30:00,175.53,60,1,1
2010-12-03 14:35:00,339.54,136,1,1
2010-12-03 14:40:00,458.44,146,2,2
2010-12-03 14:54:00,272.01,124,1,1
2010-12-03 15:05:00,254.39000000000001,100,1,1
2010-12-03 15:10:00,115.7,26,1,1
2010-12-03 15:14:00,131.8,65,1,1
2010-12-03 15:16:00,118.2,68,2,1
2010-12-03 15:19:00,110.35000000000001,39,1,1
2010-12-03 15:25:00,98.5,18,1,1
2010-12-03 15:45:00,427.8,164,1,1
2010-12-03 16:02:00,122.15,64,1,1
2010-12-03 16:21:00,76.83,48,1,0
2010-12-03 16:35:00,346.1,528,1,1
2010-12-03 16:44:00,246.3,142,1,1
2010-12-03 16:45:00,135.0,108,1,1
2010-12-03 17:20:00,2355.1800000000003,1338,1,1
2010-12-03 17:21:00,11.6,8,1,1
2010-12-03 17:28:00,135.32999999999998,75,1,1
2010-12-05 10:03:00,256.90000000000003,92,1,1
2010-12-05 10:12:00,535.75,125,1,1
2010-12-05 10:27:00,734.3999999999999,192,1,1
2010-12-05 10:36:00,155.64000000000001,52,1,1
2010-12-05 10:45:00,230.66,80,1,1
2010-12-05 10:52:00,431.45,93,1,1
2010-12-05 10:54:00,118.88,43,1,1
2010-12-05 10:58:00,277.45,55,1,1
2010-12-05 11:02:00,326.6,181,1,1
2010-12-05 11:03:00,5.9,2,1,1
2010-12-05 11:04:00,277.65000000000003,97,1,1
2010-12-05 11:10:00,555.84,437,1,1
2010-12-05 11:12:00,317.29,121,1,1
2010-12-05 11:15:00,552.24,232,1,1
2010-12-05 11:38:00,275.8,124,1,1
2010-12-05 11:40:00,152.05,82,1,1
2010-12-05 11:45:00,273.29,107,1,1
2010-12-05 11:49:00,274.67,129,1,1
2010-12-05 11:51:00,351.43,197,1,1
2010-12-05 11:54:00,125.43,58,1,1
2010-12-05 11:57:00,1554.37,619,2,2
2010-12-05 11:59:00,179.64000000000001,163,1,1
2010-12-05 12:00:00,1145.06,442,1,1
2010-12-05 12:01:00,438.0,168,1,1
2010-12-05 12:02:00,15.0,12,1,1
2010-12-05 12:08:00,177.89,83,1,1
2010-12-05 12:09:00,204.0,48,1,1
2010-12-05 12:13:00,880.11,371,2,2
2010-12-05 12:15:00,512.86,367,2,2
2010-12-05 12:23:00,114.65,28,1,1
2010-12-05 12:26:00,529.4,429,1,1
2010-12-05 12:29:00,186.88,68,1,1
2010-12-05 12:34:00,163.49,107,1,1
2010-12-05 12:35:00,722.36,471,1,1
2010-12-05 12:42:00,267.46000000000004,147,1,1
2010-12-05 12:43:00,535.6,392,1,1
2010-12-05 12:44:00,273.3,204,1,1
2010-12-05 12:47:00,33.15,25,1,1
2010-12-05 12:53:00,65.57,51,1,1
2010-12-05 12:57:00,559.1,181,2,2
2010-12-05 13:00:00,329.03000000000003,202,1,1
2010-12-05 13:03:00,606.0500000000001,407,1,1
2010-12-05 13:05:00,1026.77,390,2,2
2010-12-05 13:08:00,236.25,75,1,1
2010-12-05 13:10:00,184.8,86,1,1
2010-12-05 13:17:00,292.95,60,1,1
2010-12-05 13:18:00,283.15,128,1,1
2010-12-05 13:21:00,384.71999999999997,276,1,1
2010-12-05 13:26:00,128.55,69,1,1
2010-12-05 13:29:00,806.28,284,1,1
2010-12-05 13:42:00,205.65,102,1,1
2010-12-05 13:49:00,429.40000000000003,226,1,1
2010-12-05 13:53:00,271.2,80,1,1
2010-12-05 13:55:00,1018.21,447,2,2
2010-12-05 14:02:00,286.5,79,1,1
2010-12-05 14:03:00,85.5,11,1,1
2010-12-05 14:06:00,151.44,111,1,1
2010-12-05 14:17:00,111.65,46,1,1
2010-12-05 14:19:00,1631.3,972,1,1
2010-12-05 14:25:00,257.0,106,1,1
2010-12-05 14:45:00,198.43,293,1,1
2010-12-05 14:52:00,165.86,116,1,1
2010-12-05 15:02:00,85.55000000000001,25,1,1
2010-12-05 15:06:00,188.77,40,1,1
2010-12-05 15:12:00,464.75,224,2,2
2010-12-05 15:15:00,207.74,100,1,1
2010-12-05 15:18:00,355.75,145,1,1
2010-12-05 15:21:00,473.39,299,1,1
2010-12-05 15:26:00,8.65,7,1,1
2010-12-05 15:35:00,1668.2,2048,1,1
2010-12-05 15:38:00,358.55999999999995,108,1,1
2010-12-05 15:40:00,736.7,256,2,1
2010-12-05 15:46:00,320.08,196,1,1
2010-12-05 15:47:00,423.52,252,1,1
2010-12-05 15:49:00,3.35,1,1,0
2010-12-05 15:54:00,37.35,14,1,1
2010-12-05 16:00:00,129.23,56,1,1
2010-12-05 16:10:00,164.70000000000002,46,1,1
2010-12-05 16:24:00,1369.06,674,1,1
2010-12-05 16:41:00,491.38,310,1,1
2010-12-06 08:34:00,113.48,86,1,1
2010-12-06 08:42:00,922.4000000000001,700,1,1
2010-12-06 08:43:00,25.200000000000003,12,1,1
2010-12-06 08:44:00,17.4,12,1,1
2010-12-06 09:20:00,2.95,1,1,0
2010-12-06 09:21:00,308.8,112,1,1
2010-12-06 09:37:00,353.0,148,1,1
2010-12-06 09:45:00,2567.6400000000003,1464,1,1
2010-12-06 09:52:00,375.69000000000005,91,1,1
2010-12-06 09:58:00,7335.45,1608,1,0
2010-12-06 10:03:00,164.2,88,1,1
2010-12-06 10:05:00,210.19,67,1,1
2010-12-06 10:08:00,7660.4800000000005,1811,1,0
2010-12-06 10:18:00,364.92,172,1,1
2010-12-06 10:19:00,462.62,306,2,2
2010-12-06 10:20:00,300.66,349,1,1
2010-12-06 10:24:00,58.2,48,1,1
2010-12-06 10:27:00,129.4,53,1,1
2010-12-06 10:34:00,223.68,192,1,1
2010-12-06 10:36:00,56.25,39,1,1
2010-12-06 10:38:00,33.0,20,1,1
2010-12-06 10:43:00,196.44,89,1,1
2010-12-06 10:46:00,26.349999999999998,31,1,0
2010-12-06 10:53:00,351.47,178,1,0
2010-12-06 11:01:00,377.64,207,1,1
2010-12-06 11:03:00,303.5,163,1,1
2010-12-06 11:06:00,2263.8,796,1,1
2010-12-06 11:10:00,142.5,58,1,1
2010-12-06 11:16:00,142.25,92,1,1
2010-12-06 11:26:00,799.49,431,2,2
2010-12-06 11:37:00,153.5,54,1,1
2010-12-06 11:38:00,102.66,72,1,1
2010-12-06 11:42:00,434.39000000000004,275,2,2
2010-12-06 11:58:00,322.8,120,1,1
2010-12-06 12:06:00,430.73,146,1,1
2010-12-06 12:15:00,98.7,32,1,1
2010-12-06 12:21:00,673.37,503,1,1
2010-12-06 12:23:00,664.21,529,3,3
2010-12-06 12:30:00,184.10000000000002,72,1,1
2010-12-06 12:31:00,76.32000000000001,72,1,1
2010-12-06 12:34:00,390.97,529,1,1
2010-12-06 12:38:00,449.95000000000005,201,1,1
2010-12-06 12:39:00,333.25,118,2,2
2010-12-06 12:40:00,377.5,135,1,1
2010-12-06 12:41:00,226.45000000000002,93,1,1
2010-12-06 12:44:00,379.7,168,1,1
2010-12-06 12:47:00,185.97,119,1,1
2010-12-06 12:52:00,198.35,73,1,1
2010-12-06 12:55:00,726.77,479,2,2
2010-12-06 12:59:00,480.68,278,1,1
2010-12-06 13:01:00,270.52,116,1,1
2010-12-06 13:06:00,784.15,476,1,1
2010-12-06 13:12:00,100.80000000000001,48,1,1
2010-12-06 13:13:00,881.98,564,2,2
2010-12-06 13:21:00,122.7,56,1,1
2010-12-06 13:22:00,125.10000000000001,37,1,1
2010-12-06 13:32:00,20.85,3,1,1
2010-12-06 13:34:00,222.18,84,1,1
2010-12-06 13:35:00,391.5,210,1,1
2010-12-06 13:41:00,149.0,60,1,1
2010-12-06 13:47:00,123.24,40,1,1
2010-12-06 13:53:00,554.66,257,1,1
2010-12-06 13:58:00,166.15,80,1,1
2010-12-06 13:59:00,2415.04,972,1,1
2010-12-06 14:00:00,81.17999999999999,54,1,1
2010-12-06 14:05:00,143.12,75,1,1
2010-12-06 14:08:00,292.84000000000003,64,1,1
2010-12-06 14:19:00,244.20000000000002,164,1,1
2010-12-06 14:31:00,402.36,174,1,1
2010-12-06 14:36:00,422.81,261,1,1
2010-12-06 14:43:00,30.45,21,1,1
2010-12-06 14:46:00,56.85,38,1,1
2010-12-06 14:51:00,406.69,132,1,1
2010-12-06 14:55:00,192.7,34,1,1
2010-12-06 15:00:00,406.16,247,1,1
2010-12-06 15:03:00,151.20000000000002,72,1,1
2010-12-06 15:06:00,187.25000000000003,100,2,1
2010-12-06 15:09:00,227.4,63,1,1
2010-12-06 15:13:00,135.01,65,1,1
2010-12-06 15:14:00,510.95,209,1,1
2010-12-06 15:18:00,335.3,184,1,1
2010-12-06 15:25:00,287.54,129,1,1
2010-12-06 15:27:00,193.29999999999998,127,1,1
2010-12-06 15:34:00,166.0,104,1,1
2010-12-06 15:35:00,92.55000000000001,57,1,1
2010-12-06 15:38:00,450.92,210,1,1
2010-12-06 15:54:00,82.12,119,1,1
2010-12-06 16:36:00,417.62,146,1,1
2010-12-06 16:57:00,8223.4,1869,1,0
2010-12-06 16:58:00,221.5,82,1,1
2010-12-06 17:16:00,214.32,67,1,1
2010-12-06 17:26:00,536.0500000000001,255,1,1
2010-12-06 17:29:00,5.07,2,1,0
2010-12-07 09:13:00,569.03,201,1,1
2010-12-07 09:21:00,151.3,54,1,1
2010-12-07 09:23:00,39.599999999999994,6,1,1
2010-12-07 09:43:00,1989.2399999999998,780,1,1
2010-12-07 09:51:00,1644.94,914,1,1
2010-12-07 09:55:00,293.45000000000005,101,1,1
2010-12-07 09:57:00,178.4,112,1,1
2010-12-07 10:04:00,326.4,128,1,1
2010-12-07 10:06:00,682.65,209,2,2
2010-12-07 10:08:00,1033.52,585,1,1
2010-12-07 10:14:00,618.07,234,1,1
2010-12-07 10:32:00,454.6,218,1,1
2010-12-07 10:36:00,533.71,218,2,2
2010-12-07 10:43:00,102.0,24,1,1
2010-12-07 10:47:00,111.25,21,1,1
2010-12-07 10:51:00,17.85,3,1,1
2010-12-07 11:11:00,111.54,126,1,1
2010-12-07 11:26:00,957.5,550,1,1
2010-12-07 11:30:00,1830.02,680,1,1
2010-12-07 11:33:00,511.79999999999995,396,1,1
2010-12-07 11:41:00,532.8000000000001,288,1,1
2010-12-07 11:45:00,159.55,61,1,1
2010-12-07 11:48:00,924.59,1,1,0
2010-12-07 11:49:00,311.65,131,1,1
2010-12-07 11:59:00,180.7,124,1,1
2010-12-07 12:18:00,327.40000000000003,268,1,1
2010-12-07 12:21:00,571.0,300,1,1
2010-12-07 12:28:00,596.8,155,1,1
2010-12-07 12:29:00,109.82000000000001,43,1,1
2010-12-07 12:37:00,338.90000000000003,82,2,2
2010-12-07 12:43:00,108.78,62,1,1
2010-12-07 12:49:00,373.49,213,1,1
2010-12-07 13:01:00,1381.92,516,1,1
2010-12-07 13:13:00,166.74,52,1,1
2010-12-07 13:16:00,631.65,279,1,1
2010-12-07 13:18:00,156.19,74,1,1
2010-12-07 13:20:00,444.42,235,1,1
2010-12-07 13:22:00,617.12,236,1,1
2010-12-07 13:28:00,322.3,122,1,1
2010-12-07 13:29:00,322.8,137,1,1
2010-12-07 13:30:00,154.9,22,2,2
2010-12-07 13:45:00,177.26,76,1,1
2010-12-07 13:50:00,2022.16,956,1,1
2010-12-07 13:53:00,230.39999999999998,136,1,1
2010-12-07 14:00:00,97.8,54,1,1
2010-12-07 14:29:00,19.5,10,1,0
2010-12-07 14:30:00,165.94,114,1,1
2010-12-07 14:31:00,383.93,199,1,1
2010-12-07 14:41:00,295.11,146,1,1
2010-12-07 14:57:00,799.29,355,2,2
2010-12-07 14:58:00,713.88,476,1,1
2010-12-07 15:02:00,378.75,189,1,1
2010-12-07 15:03:00,356.87,191,1,1
2010-12-07 15:04:00,17.4,12,1,1
2010-12-07 15:08:00,13541.33,1,1,0
2010-12-07 15:14:00,24.9,5,1,0
2010-12-07 15:15:00,231.9,62,1,1
2010-12-07 15:18:00,68.1,30,1,1
2010-12-07 15:20:00,172.0,32,1,1
2010-12-07 15:22:00,15.7,4,1,0
2010-12-07 15:28:00,6293.86,1448,1,0
2010-12-07 15:31:00,11540.34,2200,1,0
2010-12-07 15:32:00,1240.19,138,1,0
2010-12-07 15:33:00,2164.51,256,1,0
2010-12-07 15:34:00,4864.88,523,2,0
2010-12-07 15:39:00,384.3,124,1,1
2010-12-07 15:48:00,804.56,431,3,3
2010-12-07 15:54:00,247.33,80,1,1
2010-12-07 15:59:00,135.05,46,1,0
2010-12-07 16:20:00,111.15,57,1,1
2010-12-07 16:42:00,9639.12,2790,1,1
2010-12-07 16:43:00,16281.25,3809,2,1
2010-12-07 17:05:00,46.8,24,1,1
2010-12-07 17:19:00,139.86,101,1,1
2010-12-07 18:36:00,5058.04,1144,1,0
2010-12-08 08:12:00,326.4,128,1,1
2010-12-08 08:43:00,48.800000000000004,20,1,1
2010-12-08 08:58:00,164.25,105,1,1
2010-12-08 09:07:00,514.39,151,1,1
2010-12-08 09:20:00,328.45,145,1,1
2010-12-08 09:30:00,328.01,182,1,1
2010-12-08 09:49:00,522.7,139,1,1
2010-12-08 09:51:00,319.18,250,1,1
2010-12-08 09:53:00,263.94,226,2,1
2010-12-08 09:56:00,356.91,133,1,1
2010-12-08 10:05:00,24.59,24,1,0
2010-12-08 10:11:00,557.4399999999999,348,2,2
2010-12-08 10:13:00,99.6,72,1,1
2010-12-08 10:14:00,365.4,240,1,1
2010-12-08 10:21:00,429.87,319,2,2
2010-12-08 10:35:00,702.1,270,1,1
2010-12-08 10:36:00,301.52,288,1,1
2010-12-08 10:38:00,329.36,220,1,1
2010-12-08 10:39:00,310.57,163,1,1
2010-12-08 10:40:00,671.21,434,1,1
2010-12-08 10:45:00,173.55,121,1,1
2010-12-08 10:46:00,158.25,63,1,1
2010-12-08 10:51:00,777.6800000000001,520,2,2
2010-12-08 10:53:00,303.86,176,1,1
2010-12-08 11:02:00,439.03000000000003,209,2,1
2010-12-08 11:04:00,38.8,16,1,1
2010-12-08 11:16:00,157.6,53,1,1
2010-12-08 11:31:00,411.44,198,1,1
2010-12-08 11:38:00,314.1,86,1,1
2010-12-08 11:41:00,105.72,118,1,1
2010-12-08 11:42:00,511.46000000000004,214,2,2
2010-12-08 11:43:00,19.799999999999997,12,1,1
