date,customer_id,category,product_name,quantity,unit_price,total_price,unit_cost,total_cost,profit,day_of_week,month,is_weekend
2022-01-14,CUST_252,Sculptures,Sculpture métal,1,276.92,276.92,185.55,185.55,91.37,4,1,False
2022-01-14,CUST_019,Bijoux,Collier perles,1,54.69,54.69,35.53,35.53,19.15,4,1,False
2022-01-15,CUST_387,Bijoux,Bague argent,1,95.56,95.56,71.56,71.56,24.0,5,1,True
2022-01-15,CUST_417,Bougies,Bougie vanille,1,18.81,18.81,11.6,11.6,7.21,5,1,True
2022-01-16,CUST_147,Sculptures,Figurine argile,2,281.16,562.32,182.92,365.85,196.48,6,1,True
2022-01-16,CUST_001,Peintures,Portrait,1,149.81,149.81,98.71,98.71,51.1,6,1,True
2022-01-16,CUST_330,Bougies,Bougie vanille,1,18.37,18.37,14.39,14.39,3.99,6,1,True
2022-01-17,CUST_212,Peintures,Abstrait,1,270.36,270.36,177.34,177.34,93.02,0,1,False
2022-01-17,CUST_082,Bougies,Bougie rose,2,12.39,24.78,9.47,18.95,5.84,0,1,False
2022-01-17,CUST_242,Textiles,Écharpe laine,1,71.01,71.01,55.85,55.85,15.16,0,1,False
2022-01-17,CUST_224,Bougies,Bougie lavande,1,8.71,8.71,6.64,6.64,2.07,0,1,False
2022-01-17,CUST_283,Peintures,Nature morte,1,329.53,329.53,261.65,261.65,67.89,0,1,False
2022-01-18,CUST_358,Bijoux,Bracelet cuir,1,105.8,105.8,84.63,84.63,21.17,1,1,False
2022-01-19,CUST_154,Sculptures,Objet décoratif,1,204.53,204.53,127.36,127.36,77.17,2,1,False
2022-01-19,CUST_054,Textiles,Coussin brodé,1,82.92,82.92,63.89,63.89,19.04,2,1,False
2022-01-19,CUST_303,Peintures,Portrait,1,448.19,448.19,280.93,280.93,167.26,2,1,False
2022-01-19,CUST_422,Textiles,Écharpe laine,1,71.52,71.52,45.96,45.96,25.56,2,1,False
2022-01-19,CUST_347,Bougies,Bougie vanille,1,17.47,17.47,11.85,11.85,5.62,2,1,False
2022-01-20,CUST_240,Bijoux,Boucles oreilles,1,66.72,66.72,48.49,48.49,18.24,3,1,False
2022-01-20,CUST_374,Poterie,Tasse thé,1,27.73,27.73,17.48,17.48,10.25,3,1,False
2022-01-20,CUST_195,Savons,Savon lavande,1,8.64,8.64,6.73,6.73,1.91,3,1,False
2022-01-20,CUST_005,Bougies,Bougie rose,1,12.65,12.65,7.7,7.7,4.96,3,1,False
2022-01-20,CUST_233,Poterie,Assiette artisanale,1,30.62,30.62,19.11,19.11,11.51,3,1,False
2022-01-20,CUST_073,Textiles,Coussin brodé,1,52.32,52.32,38.62,38.62,13.7,3,1,False
2022-01-20,CUST_319,Bijoux,Bracelet cuir,1,80.93,80.93,62.7,62.7,18.23,3,1,False
2022-01-21,CUST_474,Bougies,Bougie rose,1,13.65,13.65,9.51,9.51,4.14,4,1,False
2022-01-22,CUST_227,Sculptures,Sculpture métal,1,183.03,183.03,126.19,126.19,56.83,5,1,True
2022-01-22,CUST_441,Textiles,Tapis petit,1,45.19,45.19,27.3,27.3,17.9,5,1,True
2022-01-22,CUST_212,Sculptures,Figurine argile,1,131.87,131.87,102.61,102.61,29.26,5,1,True
2022-01-22,CUST_111,Textiles,Coussin brodé,1,84.19,84.19,51.98,51.98,32.21,5,1,True
2022-01-22,CUST_425,Savons,Savon karité,1,19.91,19.91,12.45,12.45,7.46,5,1,True
2022-01-23,CUST_318,Poterie,Assiette artisanale,1,34.76,34.76,22.15,22.15,12.61,6,1,True
2022-01-23,CUST_040,Sculptures,Objet décoratif,1,274.19,274.19,193.28,193.28,80.91,6,1,True
2022-01-23,CUST_004,Savons,Savon lavande,1,7.24,7.24,5.75,5.75,1.49,6,1,True
2022-01-23,CUST_441,Bijoux,Boucles oreilles,1,42.08,42.08,30.88,30.88,11.2,6,1,True
2022-01-23,CUST_326,Savons,Savon karité,1,16.43,16.43,12.39,12.39,4.04,6,1,True
2022-01-24,CUST_013,Textiles,Tapis petit,1,35.08,35.08,27.99,27.99,7.09,0,1,False
2022-01-24,CUST_459,Savons,Savon lavande,1,10.09,10.09,7.59,7.59,2.5,0,1,False
2022-01-24,CUST_318,Textiles,Coussin brodé,1,55.89,55.89,43.92,43.92,11.97,0,1,False
2022-01-24,CUST_076,Savons,Savon olive,1,7.49,7.49,5.9,5.9,1.59,0,1,False
2022-01-24,CUST_328,Textiles,Écharpe laine,1,80.58,80.58,61.92,61.92,18.67,0,1,False
2022-01-24,CUST_005,Sculptures,Statue bois,1,100.41,100.41,63.54,63.54,36.86,0,1,False
2022-01-25,CUST_435,Textiles,Coussin brodé,2,65.77,131.53,47.67,95.34,36.19,1,1,False
2022-01-25,CUST_015,Textiles,Sac toile,1,72.08,72.08,45.25,45.25,26.82,1,1,False
2022-01-25,CUST_038,Sculptures,Statue bois,1,183.37,183.37,138.94,138.94,44.43,1,1,False
2022-01-25,CUST_086,Savons,Savon miel,1,9.97,9.97,6.05,6.05,3.92,1,1,False
2022-01-25,CUST_159,Savons,Savon miel,1,22.54,22.54,17.22,17.22,5.31,1,1,False
2022-01-25,CUST_261,Textiles,Écharpe laine,1,34.56,34.56,26.25,26.25,8.31,1,1,False
2022-01-25,CUST_243,Textiles,Tapis petit,1,79.17,79.17,57.65,57.65,21.52,1,1,False
2022-01-26,CUST_356,Bijoux,Collier perles,1,16.9,16.9,13.29,13.29,3.61,2,1,False
2022-01-26,CUST_092,Peintures,Toile paysage,1,467.45,467.45,294.73,294.73,172.72,2,1,False
2022-01-26,CUST_214,Textiles,Écharpe laine,1,56.81,56.81,44.7,44.7,12.11,2,1,False
2022-01-26,CUST_182,Peintures,Toile paysage,3,127.56,382.68,97.94,293.81,88.87,2,1,False
2022-01-26,CUST_149,Sculptures,Statue bois,1,267.47,267.47,192.11,192.11,75.36,2,1,False
2022-01-26,CUST_425,Textiles,Écharpe laine,1,50.14,50.14,30.13,30.13,20.01,2,1,False
2022-01-27,CUST_344,Peintures,Portrait,1,154.08,154.08,105.36,105.36,48.72,3,1,False
2022-01-27,CUST_469,Poterie,Vase céramique,1,54.84,54.84,33.04,33.04,21.79,3,1,False
2022-01-27,CUST_476,Bougies,Bougie lavande,1,33.95,33.95,23.18,23.18,10.76,3,1,False
2022-01-27,CUST_215,Bougies,Bougie rose,1,21.56,21.56,13.22,13.22,8.33,3,1,False
2022-01-28,CUST_359,Textiles,Sac toile,1,36.64,36.64,28.3,28.3,8.34,4,1,False
2022-01-28,CUST_087,Savons,Savon olive,1,10.41,10.41,7.1,7.1,3.31,4,1,False
2022-01-28,CUST_247,Peintures,Abstrait,1,380.71,380.71,230.49,230.49,150.22,4,1,False
2022-01-28,CUST_239,Poterie,Tasse thé,1,60.31,60.31,37.44,37.44,22.87,4,1,False
2022-01-28,CUST_096,Bougies,Bougie eucalyptus,1,25.62,25.62,15.88,15.88,9.74,4,1,False
2022-01-28,CUST_165,Peintures,Abstrait,1,439.39,439.39,298.54,298.54,140.85,4,1,False
2022-01-28,CUST_263,Bijoux,Boucles oreilles,1,45.78,45.78,27.59,27.59,18.19,4,1,False
2022-01-29,CUST_428,Sculptures,Statue bois,1,152.35,152.35,104.7,104.7,47.65,5,1,True
2022-01-29,CUST_120,Poterie,Assiette artisanale,1,65.82,65.82,50.92,50.92,14.89,5,1,True
2022-01-29,CUST_014,Peintures,Nature morte,1,415.94,415.94,251.43,251.43,164.51,5,1,True
2022-01-29,CUST_235,Savons,Savon olive,1,17.67,17.67,11.09,11.09,6.58,5,1,True
2022-01-29,CUST_075,Textiles,Coussin brodé,1,64.43,64.43,42.16,42.16,22.26,5,1,True
2022-01-29,CUST_017,Sculptures,Objet décoratif,1,79.44,79.44,52.02,52.02,27.42,5,1,True
2022-01-29,CUST_469,Textiles,Coussin brodé,1,87.23,87.23,52.53,52.53,34.7,5,1,True
2022-01-29,CUST_309,Poterie,Tasse thé,1,72.43,72.43,52.16,52.16,20.27,5,1,True
2022-01-29,CUST_046,Bijoux,Collier perles,1,103.0,103.0,77.68,77.68,25.32,5,1,True
2022-01-30,CUST_187,Poterie,Vase céramique,1,70.22,70.22,54.99,54.99,15.23,6,1,True
2022-01-30,CUST_406,Poterie,Tasse thé,1,76.96,76.96,60.86,60.86,16.1,6,1,True
2022-01-30,CUST_244,Savons,Savon miel,1,10.4,10.4,6.58,6.58,3.82,6,1,True
2022-01-31,CUST_291,Savons,Savon miel,1,19.1,19.1,13.21,13.21,5.88,0,1,False
2022-01-31,CUST_012,Sculptures,Statue bois,2,50.58,101.17,30.4,60.81,40.36,0,1,False
2022-01-31,CUST_057,Textiles,Tapis petit,2,85.56,171.11,64.85,129.71,41.41,0,1,False
2022-02-01,CUST_401,Peintures,Toile paysage,1,361.37,361.37,259.33,259.33,102.03,1,2,False
2022-02-01,CUST_007,Bijoux,Collier perles,1,64.69,64.69,40.37,40.37,24.32,1,2,False
2022-02-01,CUST_223,Poterie,Bol décoratif,1,26.92,26.92,20.43,20.43,6.49,1,2,False
2022-02-01,CUST_014,Sculptures,Sculpture métal,1,163.79,163.79,119.39,119.39,44.4,1,2,False
2022-02-01,CUST_171,Bougies,Bougie eucalyptus,1,23.14,23.14,17.98,17.98,5.16,1,2,False
2022-02-01,CUST_004,Poterie,Tasse thé,1,44.27,44.27,33.68,33.68,10.59,1,2,False
2022-02-02,CUST_302,Sculptures,Statue bois,2,145.99,291.98,89.64,179.28,112.7,2,2,False
2022-02-02,CUST_272,Textiles,Coussin brodé,1,31.64,31.64,22.02,22.02,9.62,2,2,False
2022-02-02,CUST_340,Sculptures,Sculpture métal,1,149.57,149.57,99.81,99.81,49.77,2,2,False
2022-02-02,CUST_498,Savons,Savon olive,1,5.07,5.07,3.34,3.34,1.73,2,2,False
2022-02-03,CUST_187,Peintures,Toile paysage,1,125.98,125.98,78.72,78.72,47.26,3,2,False
2022-02-04,CUST_107,Peintures,Nature morte,1,176.84,176.84,110.36,110.36,66.48,4,2,False
2022-02-04,CUST_005,Bijoux,Boucles oreilles,2,18.86,37.71,14.43,28.86,8.85,4,2,False
2022-02-04,CUST_241,Bijoux,Bracelet cuir,1,37.71,37.71,27.13,27.13,10.58,4,2,False
2022-02-04,CUST_003,Bijoux,Boucles oreilles,1,69.1,69.1,55.23,55.23,13.87,4,2,False
2022-02-04,CUST_068,Sculptures,Figurine argile,1,205.73,205.73,124.88,124.88,80.86,4,2,False
2022-02-04,CUST_029,Bougies,Bougie vanille,1,20.35,20.35,13.32,13.32,7.03,4,2,False
2022-02-05,CUST_114,Bijoux,Bague argent,1,26.49,26.49,21.15,21.15,5.34,5,2,True
2022-02-05,CUST_040,Textiles,Tapis petit,2,63.71,127.41,45.5,91.01,36.41,5,2,True
2022-02-05,CUST_336,Savons,Savon karité,1,22.29,22.29,15.7,15.7,6.59,5,2,True
2022-02-05,CUST_045,Savons,Savon miel,1,8.15,8.15,5.43,5.43,2.71,5,2,True
2022-02-05,CUST_133,Savons,Savon olive,1,7.12,7.12,4.54,4.54,2.58,5,2,True
2022-02-05,CUST_160,Sculptures,Figurine argile,1,166.37,166.37,99.99,99.99,66.38,5,2,True
2022-02-05,CUST_077,Poterie,Assiette artisanale,1,74.52,74.52,53.0,53.0,21.52,5,2,True
2022-02-05,CUST_233,Bougies,Bougie eucalyptus,1,13.21,13.21,8.79,8.79,4.42,5,2,True
2022-02-05,CUST_496,Bougies,Bougie eucalyptus,1,18.17,18.17,13.88,13.88,4.29,5,2,True
2022-02-06,CUST_022,Poterie,Vase céramique,1,66.26,66.26,46.03,46.03,20.23,6,2,True
2022-02-06,CUST_204,Bougies,Bougie eucalyptus,3,31.02,93.05,22.8,68.41,24.64,6,2,True
2022-02-06,CUST_033,Savons,Savon karité,1,16.89,16.89,10.35,10.35,6.53,6,2,True
2022-02-06,CUST_482,Poterie,Tasse thé,1,69.13,69.13,41.49,41.49,27.64,6,2,True
2022-02-06,CUST_271,Poterie,Vase céramique,1,76.66,76.66,59.09,59.09,17.57,6,2,True
2022-02-06,CUST_084,Savons,Savon miel,1,10.97,10.97,8.28,8.28,2.69,6,2,True
2022-02-06,CUST_477,Savons,Savon karité,2,22.36,44.72,13.56,27.11,17.61,6,2,True
2022-02-06,CUST_453,Peintures,Abstrait,2,440.09,880.18,330.96,661.91,218.27,6,2,True
2022-02-07,CUST_093,Sculptures,Objet décoratif,1,185.81,185.81,119.05,119.05,66.75,0,2,False
2022-02-07,CUST_349,Savons,Savon karité,1,14.07,14.07,8.49,8.49,5.58,0,2,False
2022-02-07,CUST_015,Bijoux,Collier perles,2,110.74,221.49,70.55,141.11,80.38,0,2,False
2022-02-07,CUST_009,Textiles,Coussin brodé,1,69.87,69.87,45.38,45.38,24.49,0,2,False
2022-02-08,CUST_495,Textiles,Tapis petit,1,59.84,59.84,40.64,40.64,19.2,1,2,False
2022-02-08,CUST_425,Bougies,Bougie rose,1,25.74,25.74,20.35,20.35,5.39,1,2,False
2022-02-08,CUST_046,Bijoux,Boucles oreilles,1,93.66,93.66,58.12,58.12,35.54,1,2,False
2022-02-09,CUST_077,Poterie,Assiette artisanale,1,52.05,52.05,32.09,32.09,19.96,2,2,False
2022-02-09,CUST_122,Bijoux,Boucles oreilles,2,48.82,97.64,31.25,62.51,35.13,2,2,False
2022-02-09,CUST_317,Sculptures,Figurine argile,1,60.3,60.3,47.65,47.65,12.64,2,2,False
2022-02-10,CUST_208,Sculptures,Figurine argile,1,203.06,203.06,148.68,148.68,54.39,3,2,False
2022-02-10,CUST_188,Bougies,Bougie vanille,1,29.16,29.16,17.74,17.74,11.43,3,2,False
2022-02-10,CUST_025,Savons,Savon karité,1,19.5,19.5,14.23,14.23,5.26,3,2,False
2022-02-10,CUST_221,Sculptures,Figurine argile,1,132.25,132.25,99.04,99.04,33.21,3,2,False
2022-02-11,CUST_442,Bijoux,Collier perles,1,103.25,103.25,81.79,81.79,21.46,4,2,False
2022-02-11,CUST_444,Savons,Savon lavande,1,17.58,17.58,13.24,13.24,4.33,4,2,False
2022-02-11,CUST_354,Bijoux,Collier perles,1,68.97,68.97,41.79,41.79,27.18,4,2,False
2022-02-11,CUST_243,Textiles,Coussin brodé,1,69.83,69.83,51.05,51.05,18.78,4,2,False
2022-02-11,CUST_021,Bougies,Bougie vanille,1,17.7,17.7,12.27,12.27,5.43,4,2,False
2022-02-11,CUST_298,Savons,Savon karité,1,20.52,20.52,14.78,14.78,5.74,4,2,False
2022-02-12,CUST_163,Bougies,Bougie vanille,1,25.61,25.61,17.41,17.41,8.2,5,2,True
2022-02-12,CUST_407,Savons,Savon karité,1,16.77,16.77,11.39,11.39,5.38,5,2,True
2022-02-12,CUST_093,Textiles,Sac toile,1,91.28,91.28,60.81,60.81,30.47,5,2,True
2022-02-12,CUST_460,Poterie,Assiette artisanale,1,28.75,28.75,20.63,20.63,8.12,5,2,True
2022-02-12,CUST_175,Savons,Savon lavande,1,12.19,12.19,8.79,8.79,3.4,5,2,True
2022-02-12,CUST_367,Savons,Savon miel,1,20.64,20.64,14.22,14.22,6.41,5,2,True
2022-02-12,CUST_457,Sculptures,Objet décoratif,1,184.98,184.98,147.49,147.49,37.49,5,2,True
2022-02-13,CUST_251,Bougies,Bougie vanille,1,26.58,26.58,18.5,18.5,8.08,6,2,True
2022-02-13,CUST_184,Bijoux,Boucles oreilles,2,48.93,97.86,35.03,70.07,27.79,6,2,True
2022-02-13,CUST_126,Bougies,Bougie vanille,1,17.25,17.25,10.78,10.78,6.47,6,2,True
2022-02-13,CUST_341,Poterie,Bol décoratif,1,76.39,76.39,48.31,48.31,28.07,6,2,True
2022-02-13,CUST_175,Bijoux,Bague argent,1,31.4,31.4,24.89,24.89,6.51,6,2,True
2022-02-14,CUST_450,Savons,Savon miel,1,18.34,18.34,12.28,12.28,6.06,0,2,False
2022-02-14,CUST_269,Peintures,Portrait,1,213.61,213.61,170.6,170.6,43.01,0,2,False
2022-02-14,CUST_102,Savons,Savon miel,1,10.77,10.77,7.87,7.87,2.91,0,2,False
2022-02-14,CUST_279,Poterie,Assiette artisanale,2,46.29,92.58,35.9,71.8,20.78,0,2,False
2022-02-14,CUST_213,Textiles,Sac toile,1,53.18,53.18,38.81,38.81,14.37,0,2,False
2022-02-14,CUST_093,Poterie,Bol décoratif,1,56.59,56.59,38.26,38.26,18.33,0,2,False
2022-02-14,CUST_267,Textiles,Écharpe laine,1,65.93,65.93,39.75,39.75,26.18,0,2,False
2022-02-15,CUST_228,Poterie,Bol décoratif,1,28.94,28.94,18.79,18.79,10.15,1,2,False
2022-02-15,CUST_427,Bougies,Bougie rose,1,22.83,22.83,16.97,16.97,5.87,1,2,False
2022-02-15,CUST_399,Bijoux,Bracelet cuir,1,60.24,60.24,37.0,37.0,23.24,1,2,False
2022-02-15,CUST_275,Poterie,Tasse thé,1,42.8,42.8,29.78,29.78,13.02,1,2,False
2022-02-16,CUST_350,Bougies,Bougie vanille,2,18.8,37.59,14.37,28.75,8.85,2,2,False
2022-02-16,CUST_447,Bijoux,Bracelet cuir,1,105.24,105.24,67.03,67.03,38.21,2,2,False
2022-02-16,CUST_374,Bijoux,Boucles oreilles,2,34.45,68.9,23.59,47.19,21.71,2,2,False
2022-02-16,CUST_141,Sculptures,Statue bois,1,143.38,143.38,89.25,89.25,54.13,2,2,False
2022-02-17,CUST_345,Savons,Savon olive,1,19.64,19.64,14.42,14.42,5.22,3,2,False
2022-02-17,CUST_049,Bijoux,Bague argent,1,30.72,30.72,19.37,19.37,11.35,3,2,False
2022-02-17,CUST_293,Savons,Savon olive,1,14.46,14.46,9.19,9.19,5.27,3,2,False
2022-02-17,CUST_077,Bougies,Bougie rose,1,13.57,13.57,8.84,8.84,4.73,3,2,False
2022-02-17,CUST_146,Bougies,Bougie vanille,1,11.83,11.83,8.51,8.51,3.32,3,2,False
2022-02-17,CUST_280,Textiles,Coussin brodé,1,58.43,58.43,35.25,35.25,23.19,3,2,False
2022-02-18,CUST_070,Bijoux,Collier perles,1,77.55,77.55,52.22,52.22,25.33,4,2,False
2022-02-18,CUST_428,Textiles,Tapis petit,1,58.18,58.18,42.7,42.7,15.48,4,2,False
2022-02-18,CUST_300,Poterie,Vase céramique,1,36.27,36.27,26.69,26.69,9.57,4,2,False
2022-02-19,CUST_106,Peintures,Toile paysage,1,346.68,346.68,219.83,219.83,126.85,5,2,True
2022-02-19,CUST_136,Bijoux,Collier perles,1,101.29,101.29,66.87,66.87,34.42,5,2,True
2022-02-19,CUST_118,Savons,Savon lavande,1,12.65,12.65,10.06,10.06,2.6,5,2,True
2022-02-19,CUST_084,Peintures,Abstrait,1,402.81,402.81,295.79,295.79,107.02,5,2,True
2022-02-19,CUST_460,Bougies,Bougie vanille,1,29.27,29.27,21.13,21.13,8.15,5,2,True
2022-02-19,CUST_237,Savons,Savon olive,1,6.26,6.26,4.04,4.04,2.22,5,2,True
2022-02-19,CUST_323,Textiles,Écharpe laine,1,50.97,50.97,35.78,35.78,15.19,5,2,True
2022-02-20,CUST_014,Sculptures,Figurine argile,1,230.36,230.36,147.98,147.98,82.38,6,2,True
2022-02-20,CUST_206,Bijoux,Collier perles,1,17.4,17.4,11.22,11.22,6.18,6,2,True
2022-02-20,CUST_289,Peintures,Abstrait,1,471.75,471.75,328.27,328.27,143.47,6,2,True
2022-02-20,CUST_436,Peintures,Portrait,1,138.46,138.46,106.04,106.04,32.42,6,2,True
2022-02-20,CUST_405,Bougies,Bougie lavande,1,30.28,30.28,18.91,18.91,11.37,6,2,True
2022-02-20,CUST_128,Bijoux,Collier perles,1,39.42,39.42,29.77,29.77,9.64,6,2,True
2022-02-20,CUST_447,Textiles,Écharpe laine,1,95.23,95.23,62.43,62.43,32.8,6,2,True
2022-02-20,CUST_287,Bougies,Bougie lavande,1,8.48,8.48,5.71,5.71,2.77,6,2,True
2022-02-20,CUST_178,Bijoux,Bracelet cuir,1,35.14,35.14,24.49,24.49,10.65,6,2,True
2022-02-20,CUST_149,Bijoux,Bague argent,1,46.22,46.22,29.31,29.31,16.91,6,2,True
2022-02-21,CUST_221,Bougies,Bougie eucalyptus,1,14.18,14.18,9.13,9.13,5.05,0,2,False
2022-02-21,CUST_191,Bougies,Bougie rose,1,30.9,30.9,23.43,23.43,7.46,0,2,False
2022-02-22,CUST_471,Textiles,Sac toile,1,56.39,56.39,40.4,40.4,15.99,1,2,False
2022-02-22,CUST_493,Bijoux,Bracelet cuir,1,79.99,79.99,61.34,61.34,18.65,1,2,False
2022-02-22,CUST_497,Peintures,Portrait,1,107.14,107.14,72.24,72.24,34.9,1,2,False
2022-02-22,CUST_196,Bougies,Bougie eucalyptus,1,21.48,21.48,13.53,13.53,7.95,1,2,False
2022-02-23,CUST_010,Savons,Savon miel,1,18.76,18.76,12.21,12.21,6.55,2,2,False
